,model,max_tokens,temperature,top_k,top_p,repeat_penalty,num_tries,max_tries,date,extra
235,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 10:30:03.505684,-
236,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 10:46:53.540277,-
237,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 11:16:32.718564,-
238,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 11:35:05.165831,-
239,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 11:55:39.468961,-
240,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 12:14:51.615315,-
241,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 12:45:35.593751,-
242,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 13:00:34.353112,-
243,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 13:26:51.279960,-
244,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-15 13:45:28.812188,-
245,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 13:00:13.784446,-
246,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 13:23:47.716484,-
247,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 13:39:26.519591,-
248,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 14:08:45.468410,-
249,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 14:29:36.476499,-
250,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 14:54:58.497331,-
251,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 15:13:52.228061,-
252,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 15:39:01.415222,-
253,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 15:54:19.002837,-
254,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 16:17:49.199695,-
255,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 16:31:06.192339,-
256,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 16:55:22.935476,-
257,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 17:18:03.504276,-
258,qwen2.5-7b-instruct-q6_k,100,2.0,100,0.9,1.0,1,2,2025-05-19 17:34:28.625458,-
